O95229	Q9P2W9
O95229	Q9HBM1
O95229	Q8NBT2
O95229	Q9P2E9-2
O95229	Q6P1K2
O95229	Q9BZD4
O95229	Q9Y697-2
O95229	O14777
O95229	Q9Y217
O95229	Q9H081
O95229	Q9HD34
O95229	Q9NVF7
O95229	Q9H410
O95229	Q8NG31-2
P17040-4	Q86W11
P17040-4	Q8IWY8
P17040-4	Q3MJ62
P17040-4	P10073
P17040-4	Q9Y5A6
P17040-4	Q8TBC5
P17040-4	Q6NSZ9
P17040-4	Q6P9G9-2
P17040-4	P59923
P17040-4	Q05DA6
P17040-4	O14978
P17040-4	P17028
P17040-4	Q9UNY5-2
P17040-4	Q9UL58
P17040-4	O14771
P17040-4	O14709
P17040-4	Q15776
P17040-4	Q15697-2
P17040-4	Q9Y2L8
P17040-4	Q969J2
P17040-4	Q9BRR0
P17040-4	P17029
P17040-4	P19971
P17040-4	Q14134-2
P17040-4	P48594
P17040-4	P29508
P17040-4	Q6R2W3
P17040-4	P57086
P17040-4	E9PBV3
P17040-4	O60437
P17040-4	Q8WVV4-1
P17040-4	Q96JS3
P17040-4	O43240
P17040-4	P07476
P17040-4	P01834
P17040-4	P01859
P17040-4	P01857
P17040-4	P09601
P17040-4	P0C0S8
P17040-4	P42357
P17040-4	Q92817
P17040-4	P58107
P17040-4	P40121
P17040-4	Q9NZT1
P17040-4	P04083
P17040-4	Q9H2P0
Q8NBB4-2	Q8TBC5
Q8NBB4-2	Q6NSZ9
Q8NBB4-2	Q96IT1-2
Q8NBB4-2	P17028
Q8NBB4-2	O14771
Q8NBB4-2	Q15697-2
Q8NBB4-2	Q8IYS1
Q8NBB4-2	Q96JS3
Q8NBB4-2	P28698
Q8NBB4-2	Q08378-2
Q15696	Q15695
Q15696	Q9UDW3
Q15696	Q8TBF4
Q15696	O15042-2
Q15696	Q6PID6
Q15696	Q9HCF6-11
Q15696	Q9Y2D8-2
Q15696	P78362-2
Q15696	Q96SB4
Q15696	Q68D10-2
Q15696	Q6IEG0
Q15696	Q16560-2
Q15696	Q9BWU0
Q15696	Q13435
Q15696	O75533
Q15696	Q12874
Q15696	Q15459
Q15696	P50452
Q15696	O43290
Q15696	Q9UNX3
Q15696	P61313
Q15696	P62906
Q15696	Q96LT9
Q15696	P52756
Q15696	Q96I25
Q15696	Q8N8D1
Q15696	P30414
Q15696	Q6NYC1-2
Q15696	P42357
Q15696	Q9BZE4
Q15696	Q8IWX8
Q15696	E7ESP2
Q15696	Q96F63
Q15696	Q8N954
Q15696	Q9H7E9-2
Q15696	Q07021
O95218-2	Q8TAA9-2
O95218-2	P11387
O95218-2	Q05519
O95218-2	Q8WXA9-2
O95218-2	Q6PCB5
O95218-2	Q5VWQ0
O95218-2	Q9UNX3
O95218-2	Q13523
O95218-2	Q13393-2
O95218-2	Q8TBX8
O95218-2	P78356
O95218-2	P48426
O95218-2	Q9UBC1-2
O95218-2	O95232
O95218-2	Q9Y383-2
O95218-2	Q9NQ29-2
O95218-2	O15131
O95218-2	O96019-2
Q6X784-2	Q15072
Q6X784-2	Q3ZCM7
Q6X784-2	P07225
Q6X784-2	Q13522
Q6X784-2	Q9HBH1
Q6X784-2	Q13438
Q6X784-2	Q15818
Q6X784-2	Q86VZ4
Q6X784-2	E9PHH6
Q6X784-2	Q6UXH1-2
Q8ND25	Q7Z6J9
Q8ND25	Q8NCE0-2
Q8ND25	O60551
Q8ND25	P30419-2
Q8ND25	Q6PIU2-2
Q8ND25	Q969U6
Q8ND25	Q93088
Q8ND25	Q5JTZ9
Q15649	Q9ULT8
Q3KNS6	Q13263
Q3KNS6	Q9Y4K1
Q96C28	Q03936-2
Q96C28	C9J9J2
Q96C28	B7Z5R0
Q96C28	Q9H7X3
Q96C28	Q96CS4
Q96C28	Q8NAF0
Q96C28	P59923
Q96C28	O75467
Q96C28	A6NFI3
Q96C28	Q14593-2
Q96C28	O95789
Q96C28	Q9Y4B6-2
Q96C28	Q70CQ2-2
Q96C28	Q9C0C9
Q96C28	Q9HCM9-2
Q96C28	Q13263
Q96C28	Q12899
Q96C28	Q5JU69
Q96C28	P46777
Q96C28	P61313
Q96C28	P62906
Q96C28	Q9NYW8
Q96C28	Q96EY7
Q96C28	P31323
Q96C28	O43847-2
Q96C28	P30414
Q96C28	P82933
Q96C28	Q9Y2R9
Q96C28	P82675
Q96C28	P82930
Q96C28	Q9Y291
Q96C28	Q92665
Q96C28	Q92552
Q96C28	Q9BYN8
Q96C28	P82663
Q96C28	Q96EL2
Q96C28	Q9Y3D9
Q96C28	P82650
Q96C28	Q9Y399
Q96C28	Q9Y3D5
Q96C28	P82912-2
Q96C28	P82664
Q96C28	Q8N2S1-3
Q96C28	P20719
Q96C28	Q8IUE6
Q96C28	Q6P158
Q96C28	P51398
Q96C28	P68400
Q96C28	P07199
Q96C28	Q07021
Q6ZS27	P16402
Q8N7E2	Q5T200
Q8N7E2	Q15007
Q8N7E2	O75494-2
Q8N7E2	Q9NUC0
Q8N7E2	Q66LE6
Q8N7E2	Q69YN4
Q6ZSS3	Q9HCM9-2
Q6ZSS3	Q13263
Q6ZSS3	P14373
Q6ZSS3	O75096
