Q9H8Y8,Q9Y3Q8
Q9HCM9,Q9HCM9
Q12933,Q99618
P19012,Q7L590
O60238,Q9P104
P60709,P23528
P25791,Q15555
Q01844,Q9NRG1
Q96AJ1,Q9BW66
Q92997,O75909
Q9H213,Q96BY2
Q15274,Q9BQ66
P08670,Q53TS8
Q8WV24,Q9BQ66
Q15642,Q9Y2W2
P98175,Q9UKA9
Q96HA1,Q9Y5P4
O15162,Q16630
P36406,Q9H4K1
Q9Y6E0,Q9BUL8
P53567,P55198
O14964,Q9UPT5
Q01844,Q9NYG2
P18848,Q13227
Q12933,Q9NVF7
Q9H4K1,Q969Y2
P41743,Q9NPB6
Q01844,O60682
Q93062,Q96SI9
P61981,Q6ZU52
Q93062,Q86UW9
O75791,O15156
Q93062,Q9H0E2
Q9UBF6,Q9NQX7
P32242,Q9BQ66
P51116,O95197
Q9UKI8,Q9UKI8
P21266,P21266
Q93100,Q9GZN8
Q15274,Q9UMX1
Q03426,Q03426
P50995,O15162
Q9BXS5,Q96CG3
Q92934,P31947
P49639,Q99750
Q9H4K1,Q8N6Y0
O15162,Q9Y272
P19012,Q96GM5
O14641,P61457
Q9NRF8,Q9NRF8
Q99750,Q9NRN7
Q13490,P43364
O75909,Q9Y3Q8
P24522,Q13561
P04259,P19012
Q96HA1,O95994
Q8WUB8,Q969R5
P62760,Q86UW9
Q9NRX4,Q9UJW3
O60936,O60936
Q99750,O00144
P36406,P36406
P61457,P61457
Q93062,Q9BRK4
P37198,Q7Z3B4
Q969U6,Q9BQ66
Q8IXK0,Q13643
Q9UH92,P60520
O43663,Q8N6Y0
Q9NRG1,Q9GZT8
P40426,Q6RW13
O75928,Q8IVL1
Q53G59,Q53G59
O14641,P45974
Q16526,O15162
P12236,O15162
O00167,Q96MA1
P15622,Q7Z7J5
P51946,O60232
P19012,Q15154
Q9UNK0,Q9UEU0
P51116,Q8WVF5
P52789,Q9UMX0
P60709,Q9Y281
Q15038,Q15038
P43364,Q8IXB1
O15162,O95336
P51116,Q93062
O15162,Q86UW9
O95985,Q9UKJ5
P56545,Q9UIF8
P43364,Q9BW11
O75340,Q9Y5Z4
Q9UL46,Q9UL46
Q13526,Q12933
P43364,Q92530
P49910,Q8IYF1
P49789,P49789
O14641,Q9UNA4
Q9NR12,Q92530
Q15038,Q5VWP2
Q01844,O00160
Q96G97,Q96HH6
Q9BXS5,P51116
O14639,P08670
P08670,Q9GZT8
P25208,Q14919
P49639,O15162
O95751,Q9UGP5
O60941,P37198
P43364,Q9Y375
P60709,P60709
O43765,P10451
Q9NP50,Q969Y2
P49366,Q9GZT8
O94972,Q8IYF1
Q9P2A4,Q96EV8
Q12933,Q70EK8
O75525,Q9H9D4
P62308,Q96D03
Q03154,Q99614
P35900,Q8IYI6
Q9UNK0,O43889
